date,crisis_shelters,transitional_independent_living_hya,transitional_independent_living_til,crisis_shelters_hya
2022-03-13,73.64,100,73.94,77.14
2022-03-14,72.87,100,73.94,80
2022-03-15,73.64,100,73.74,80
2022-03-16,73.64,100,73.94,80
2022-03-17,72.48,100,73.53999999999999,80
2022-03-18,73.26,100,73.33,82.86
2022-03-19,71.32,100,73.33,82.86
2022-03-20,71.32,100,73.33,82.86
2022-03-21,73.26,100,73.33,82.86
2022-03-22,73.26,100,72.93,82.86
2022-03-23,75.58,100,72.93,82.86
2022-03-24,76.74,100,72.73,88.57
2022-03-25,77.91,100,73.13,88.57
2022-03-26,76.36,100,73.13,91.43
2022-03-27,76.74,100,73.13,88.57
2022-03-28,74.81,96,73.13,88.57
2022-03-29,75.19,96,73.33,88.57
2022-03-30,74.42,96,73.94,88.57
2022-03-31,74.03,96,74.14,88.57
2022-04-01,74.03,96,74.34,88.57
2022-04-02,74.81,96,74.34,88.57
2022-04-03,75.97,96,73.74,88.57
2022-04-04,78,92,74.75,91.43
2022-04-05,75.6,92,74.95,94.29
2022-04-06,75.6,92,75.15,94.29
2022-04-07,76.8,92,74.95,97.14
2022-04-08,77.6,92,74.75,94.29
2022-04-09,78.4,92,74.75,94.29
2022-04-10,78,92,74.95,91.43
2022-04-11,76,92,75.56,100
2022-04-12,77.2,96,75.96000000000001,100
2022-04-13,76.8,96,75.56,97.14
2022-04-14,76,96,75.56,100
2022-04-15,76.4,96,75.56,91.43
2022-04-16,76,96,75.76,91.43
2022-04-17,76,100,75.76,94.29
2022-04-18,78.4,100,74.34,94.29
2022-04-19,77.2,100,74.75,88.57
2022-04-20,77.6,100,74.75,85.71000000000001
2022-04-21,78,100,74.34,80
2022-04-22,79.2,100,74.14,82.86
2022-04-23,79.2,100,73.53999999999999,80
2022-04-24,80,100,73.33,80
2022-04-25,77.6,100,74.55,82.86
2022-04-26,77.6,100,74.95,82.86
2022-04-27,77.6,100,74.95,82.86
2022-04-28,78,100,75.35,85.71000000000001
2022-04-29,78,100,75.96000000000001,85.71000000000001
2022-04-30,77.2,100,75.76,88.57
2022-05-01,74.4,100,75.76,88.57
2022-05-02,75.2,100,75.15,88.57
2022-05-03,74.8,100,75.35,88.57
2022-05-04,74.4,100,75.35,85.71000000000001
2022-05-05,75.2,100,75.76,82.86
2022-05-06,73.2,100,75.76,82.86
2022-05-07,72,100,75.56,85.71000000000001
2022-05-08,73.2,100,75.56,85.71000000000001
2022-05-09,73.6,100,76.16,91.43
2022-05-10,74,100,76.77,91.43
2022-05-11,74,100,76.77,94.29
2022-05-12,75.6,100,76.57,88.57
2022-05-14,76,100,76.57,94.29
2022-05-15,74.8,100,76.57,94.29
2022-05-16,76.4,100,76.77,91.43
2022-05-17,80.4,100,76.57,91.43
2022-05-18,80.4,100,76.97,91.43
2022-05-19,81.2,100,76.97,91.43
2022-05-20,80,100,76.57,91.43
2022-05-21,80.8,100,76.77,88.57
2022-05-22,81.2,100,76.16,88.57
2022-05-23,82,100,76.36,82.86
2022-05-24,80.8,100,76.36,85.71000000000001
2022-05-25,84.8,100,76.36,91.43
2022-05-26,84,100,76.57,94.29
2022-05-27,84,100,76.36,94.29
2022-05-28,84.8,100,76.36,94.29
2022-05-29,84.8,100,75.96000000000001,94.29
2022-05-30,83.2,100,76.16,97.14
2022-05-31,82.8,100,75.35,97.14
2022-06-01,83.2,100,74.55,94.29
2022-06-02,82.4,100,75.15,97.14
2022-06-03,81.6,100,75.35,94.29
2022-06-04,82,100,75.15,91.43
2022-06-05,82.4,100,74.75,97.14
2022-06-06,83.2,100,74.75,97.14
2022-06-07,82.8,100,74.55,97.14
2022-06-08,84.8,96,73.74,97.14
2022-06-09,86.4,96,75.15,97.14
2022-06-10,84.8,96,75.56,97.14
2022-06-11,84.4,92,75.56,94.29
2022-06-12,84.4,92,75.76,94.29
2022-06-13,85.6,92,75.96000000000001,94.29
2022-06-14,86,92,76.57,91.43
2022-06-15,84.4,92,77.17,97.14
2022-06-16,87.2,92,78.18,94.29
2022-06-17,87.2,92,77.58,94.29
2022-06-18,86,92,76.57,94.29
2022-06-19,86.4,92,76.57,94.29
2022-06-20,84.8,92,76.77,97.14
2022-06-21,86.8,88,75.96000000000001,97.14
2022-06-22,86.8,84,75.96000000000001,97.14
2022-06-23,86.8,80,75.76,97.14
2022-06-24,87.2,80,74.55,94.29
2022-06-25,87.6,80,74.55,94.29
2022-06-26,88,76,74.34,94.29
2022-06-27,88.4,76,74.14,94.29
2022-06-28,88.8,68,74.34,91.43
2022-06-29,86.8,56,74.14,88.57
2022-06-30,78,40,73.33,88.57
2022-07-01,82.95,100,82,91.43
2022-07-02,84.11,100,82,94.29
2022-07-03,84.88,100,82,94.29
2022-07-04,84.11,100,82.24,94.29
2022-07-05,86.05,100,81.27,91.43
2022-07-06,86.05,100,80.53999999999999,94.29
2022-07-07,86.43,100,80.53999999999999,97.14
2022-07-08,83.33,100,80.53999999999999,97.14
2022-07-09,83.33,100,80.28999999999999,97.14
2022-07-10,83.72,100,80.28999999999999,97.14
2022-07-11,83.72,100,80.05,91.43
2022-07-12,83.72,100,79.56,91.43
2022-07-13,82.17,100,80.53999999999999,94.29
2022-07-14,84.88,100,81.02,94.29
2022-07-15,80.62,100,81.75,97.14
2022-07-16,79.46000000000001,100,82,97.14
2022-07-17,79.84,100,81.75,97.14
2022-07-18,78.28999999999999,100,81.75,97.14
2022-07-19,76.74,100,82.24,94.29
2022-07-20,78.28999999999999,100,83.21000000000001,94.29
2022-07-21,77.91,100,83.45,94.29
2022-07-22,76.36,100,84.18,94.29
2022-07-23,77.13,100,84.18,94.29
2022-07-24,77.13,100,83.94,94.29
2022-07-25,76.74,100,83.94,85.71000000000001
2022-07-26,75.97,100,83.45,85.71000000000001
2022-07-27,75.97,100,84.18,85.71000000000001
2022-07-28,76.74,100,85.4,88.57
2022-07-29,74.81,100,85.4,88.57
2022-07-30,76.74,100,85.4,88.57
2022-07-31,77.91,100,85.4,88.57
2022-08-01,77.52,100,85.89,88.57
2022-08-02,75.97,100,85.16,82.86
2022-08-03,75.58,100,85.4,88.57
2022-08-04,77.13,100,84.91,91.43
2022-08-05,77.91,100,85.4,91.43
2022-08-06,76.74,100,85.16,91.43
2022-08-07,77.52,100,84.91,94.29
2022-08-08,75.97,100,84.67,94.29
2022-08-09,75.19,100,84.91,91.43
2022-08-10,75.97,100,85.4,91.43
2022-08-11,78.68,100,84.91,91.43
2022-08-12,79.46000000000001,100,84.91,88.57
2022-08-13,78.28999999999999,100,85.16,88.57
2022-08-14,77.52,100,84.91,88.57
2022-08-15,79.46000000000001,100,84.43,91.43
2022-08-16,81.4,100,83.94,91.43
2022-08-17,81.4,100,84.18,94.29
2022-08-18,81.4,100,84.43,94.29
2022-08-19,81.4,100,85.16,94.29
2022-08-20,80.23,90,85.16,94.29
2022-08-21,80.62,90,85.16,94.29
2022-08-22,79.84,90,84.43,94.29
2022-08-23,81.01,90,84.43,94.29
2022-08-24,82.17,90,84.43,94.29
2022-08-25,81.4,90,84.91,94.29
2022-08-26,81.01,90,84.91,94.29
2022-08-27,80.62,90,84.91,97.14
2022-08-28,80.62,90,84.18,97.14
2022-08-29,80.62,90,84.18,97.14
2022-08-30,79.84,90,84.43,94.29
2022-08-31,80.62,90,84.67,100
2022-09-01,82.95,90,85.4,100
2022-09-02,82.95,100,84.67,100
2022-09-03,81.78,100,84.91,100
2022-09-04,81.78,100,84.91,100
2022-09-05,82.95,100,84.91,97.14
2022-09-06,82.56,100,85.4,97.14
2022-09-07,83.72,100,85.89,94.29
2022-09-08,84.88,100,85.89,100
2022-09-09,82.17,100,85.89,100
2022-09-10,81.78,100,85.89,100
2022-09-11,81.01,100,85.64,97.14
2022-09-12,79.84,100,85.89,94.29
2022-09-13,81.01,100,85.16,94.29
2022-09-14,84.5,100,84.67,97.14
2022-09-15,84.11,100,85.16,97.14
2022-09-16,83.72,100,85.4,97.14
2022-09-17,83.33,100,84.91,97.14
2022-09-18,82.95,100,84.91,94.29
2022-09-19,82.95,100,84.43,91.43
2022-09-20,84.5,100,84.18,91.43
2022-09-21,84.88,100,84.18,91.43
2022-09-22,84.88,100,84.18,94.29
2022-09-23,84.11,100,84.18,100
2022-09-24,82.17,100,84.43,97.14
2022-09-25,81.4,100,84.67,97.14
2022-09-26,79.84,100,84.18,100
2022-09-27,79.84,100,83.94,100
2022-09-28,80.62,100,83.21000000000001,100
2022-09-29,82.17,100,83.21000000000001,100
2022-09-30,83.33,100,82.73,100
2022-10-01,82.17,100,83.7,100
2022-10-02,81.01,100,84.18,97.14
2022-10-03,82.17,100,83.7,97.14
2022-10-04,81.78,100,85.16,97.14
2022-10-05,82.95,90,85.4,100
2022-10-06,84.5,90,84.67,100
2022-10-07,83.72,90,85.4,100
2022-10-08,84.11,100,84.91,100
2022-10-09,83.33,100,84.67,100
2022-10-10,82.56,100,84.18,100
2022-10-11,83.33,100,85.16,100
2022-10-12,84.5,100,85.4,100
2022-10-13,82.95,100,85.89,97.14
2022-10-14,83.72,100,85.16,94.29
2022-10-15,82.56,100,85.16,94.29
2022-10-16,82.56,100,84.91,94.29
2022-10-17,81.78,100,84.91,94.29
2022-10-18,81.4,100,84.67,94.29
2022-10-19,81.01,100,85.16,94.29
2022-10-20,81.78,100,84.91,91.43
2022-10-21,82.17,100,84.67,88.57
2022-10-22,82.95,100,85.4,91.43
2022-10-23,82.95,100,85.64,94.29
2022-10-24,83.33,100,85.64,91.43
2022-10-25,84.5,100,85.4,91.43
2022-10-26,84.88,100,84.43,91.43
2022-10-27,86.43,100,84.43,91.43
2022-10-28,85.27,100,84.18,91.43
2022-10-29,84.5,100,84.43,88.57
2022-10-30,84.5,100,83.94,91.43
2022-10-31,83.72,100,83.7,94.29
2022-11-01,83.33,100,83.21000000000001,94.29
2022-11-02,82.56,100,83.45,97.14
2022-11-03,84.11,100,79.12,97.14
2022-11-04,85.27,100,79.12,97.14
2022-11-05,84.88,100,78.65,97.14
2022-11-06,84.5,100,77.73,97.14
2022-11-07,87.6,100,77.49,97.14
2022-11-08,86.82,100,77.26,94.29
2022-11-09,89.53,100,76.8,94.29
2022-11-10,87.98,100,76.57,88.57
2022-11-11,87.98,100,76.33,94.29
2022-11-12,86.05,100,76.57,94.29
2022-11-13,85.27,100,76.8,91.43
2022-11-14,84.88,80,77.49,91.43
2022-11-15,86.05,90,78.42,91.43
2022-11-16,86.43,100,79.12,94.29
2022-11-17,86.43,100,80.28,91.43
2022-11-18,84.88,90,81.44,91.43
2022-11-19,84.11,90,80.97,91.43
2022-11-20,84.88,90,81.44,77.14
2022-11-21,86.05,100,80.97,85.71000000000001
2022-11-22,87.21000000000001,100,80.28,91.43
2022-11-23,86.43,100,81.67,91.43
2022-11-24,84.88,100,80.97,88.57
2022-11-25,85.66,100,80.51,85.71000000000001
2022-11-26,85.27,100,80.51,82.86
2022-11-27,86.05,100,80.28,82.86
2022-11-28,88.37,100,80.28,88.57
2022-11-29,87.21000000000001,100,80.74,94.29
2022-11-30,87.21000000000001,100,80.74,91.43
2022-12-01,87.6,100,80.28,88.57
2022-12-02,85.27,100,80.74,88.57
2022-12-03,86.82,100,80.74,88.57
2022-12-04,86.82,100,80.51,88.57
2022-12-05,85.27,100,81.44,91.43
2022-12-06,84.88,100,81.9,91.43
2022-12-07,86.05,100,81.67,91.43
2022-12-08,84.88,100,78.71000000000001,88.57
2022-12-09,82.56,100,78.71000000000001,91.43
2022-12-10,82.56,100,79.16,91.43
2022-12-11,81.78,100,79.38,85.71000000000001
2022-12-12,79.07,100,80.03999999999999,91.43
2022-12-13,79.07,100,80.27,91.43
2022-12-14,79.07,100,79.6,91.43
2022-12-15,77.91,100,80.27,91.43
2022-12-16,75.97,100,79.82,91.43
2022-12-17,76.36,100,80.71000000000001,91.43
2022-12-18,75.19,100,80.71000000000001,91.43
2022-12-19,75.19,100,80.93,88.57
2022-12-20,76.36,100,81.37,88.57
2022-12-21,77.13,100,80.93,88.57
2022-12-22,78.68,100,80.71000000000001,88.57
2022-12-23,79.84,100,80.71000000000001,88.57
2022-12-24,79.07,100,80.49,88.57
2022-12-25,79.07,100,80.03999999999999,88.57
2022-12-26,78.68,100,80.71000000000001,91.43
2022-12-27,78.68,100,81.37,88.57
2022-12-28,77.91,100,81.15,97.14
2022-12-29,77.13,100,81.15,97.14
2022-12-30,78.68,100,80.93,94.29
2022-12-31,78.28999999999999,100,81.6,91.43
2023-01-01,78.68,100,81.82,91.43
2023-01-02,74.81,100,82.93,97.14
2023-01-03,74.42,100,82.48,100
2023-01-04,78.28999999999999,100,81.6,100
2023-01-05,77.91,100,82.03999999999999,94.29
2023-01-06,79.46000000000001,100,81.37,91.43
2023-01-07,80.62,100,81.15,91.43
2023-01-08,79.84,100,81.82,91.43
2023-01-09,79.07,90,81.82,91.43
2023-01-10,78.68,100,81.82,94.29
2023-01-11,81.78,100,81.82,91.43
2023-01-12,81.78,100,81.6,91.43
2023-01-13,81.01,100,81.37,94.29
2023-01-14,81.01,100,80.93,94.29
2023-01-15,82.95,100,80.49,94.29
2023-01-16,82.95,100,80.27,94.29
2023-01-17,84.88,100,79.82,97.14
2023-01-18,84.11,100,79.38,88.57
2023-01-19,79.07,100,80.27,94.29
2023-01-20,80.62,100,80.93,91.43
2023-01-21,79.84,100,81.37,88.57
2023-01-22,80.23,100,81.37,88.57
2023-01-23,80.62,100,81.37,85.71000000000001
2023-01-24,84.11,100,81.6,88.57
2023-01-25,82.95,100,81.6,85.71000000000001
2023-01-26,82.17,100,82.03999999999999,88.57
2023-01-27,80.23,100,81.82,88.57
2023-01-28,80.62,100,81.82,88.57
2023-01-29,80.23,90,81.6,88.57
2023-01-30,79.07,100,82.03999999999999,88.57
2023-01-31,79.46000000000001,100,82.03999999999999,88.57
2023-02-01,80.62,100,82.26,85.71000000000001
2023-02-02,80.23,100,83.15,85.71000000000001
2023-02-03,79.84,100,82.71000000000001,82.86
2023-02-04,77.91,100,82.26,85.71000000000001
2023-02-05,77.13,100,81.82,85.71000000000001
2023-02-06,77.91,100,81.82,100
2023-02-07,80.23,100,82.26,100
2023-02-08,82.17,100,82.03999999999999,97.14
2023-02-09,83.33,100,82.03999999999999,97.14
2023-02-10,84.88,100,81.6,97.14
2023-02-11,84.11,100,81.37,97.14
2023-02-12,82.95,100,81.37,97.14
2023-02-13,82.56,100,80.71000000000001,97.14
2023-02-14,79.07,100,81.15,97.14
2023-02-15,78.68,100,81.37,97.14
2023-02-16,78.68,100,82.03999999999999,100
2023-02-17,80.23,100,82.93,97.14
2023-02-18,78.68,100,82.26,97.14
2023-02-19,79.46000000000001,100,81.82,97.14
2023-02-20,79.07,100,82.48,97.14
2023-02-21,78.68,100,82.48,97.14
2023-02-22,78.28999999999999,100,82.93,97.14
2023-02-23,77.91,100,83.37,91.43
2023-02-24,75.97,100,80.25,91.43
2023-02-25,76.36,100,81.1,91.43
2023-02-26,75.19,100,81.32,91.43
2023-02-27,76.36,90,81.32,91.43
2023-02-28,75.58,100,81.53,94.29
2023-03-01,72.48,100,81.32,100
2023-03-02,73.64,100,81.95,100
2023-03-03,74.03,100,82.17,97.14
2023-03-04,72.87,100,83.23,97.14
2023-03-05,71.71000000000001,100,83.01,97.14
2023-03-06,70.93,90,83.01,94.29
2023-03-07,73.26,90,83.65,94.29
2023-03-08,74.81,90,83.44,94.29
2023-03-09,75.58,100,83.01,94.29
2023-03-10,75.19,100,83.86,91.43
2023-03-11,75.97,100,84.28999999999999,94.29
2023-03-12,76.74,100,83.65,94.29
2023-03-13,77.52,100,84.08,97.14
2023-03-14,77.91,100,84.5,100
2023-03-15,75.97,100,84.28999999999999,100
2023-03-16,77.13,100,85.56,100
2023-03-17,76.36,100,85.77,97.14
2023-03-18,77.13,100,86.2,100
2023-03-19,75.97,100,86.2,100
2023-03-20,74.81,100,86.62,97.14
2023-03-21,72.48,100,86.62,97.14
2023-03-22,70.93,100,86.41,97.14
2023-03-23,68.6,100,87.05,97.14
2023-03-24,69.77,100,86.84,94.29
2023-03-25,70.93,100,86.62,94.29
2023-03-26,71.32,100,86.2,94.29
2023-03-27,70.16,100,82.48,94.29
2023-03-28,69.38,90,82.28,94.29
2023-03-29,69.38,90,82.48,97.14
2023-03-30,68.99,90,82.48,94.29
2023-03-31,69.77,90,82.08,94.29
2023-04-01,70.93,90,82.28,94.29
2023-04-02,70.16,90,82.48,94.29
2023-04-03,71.32,90,82.08,94.29
2023-04-04,72.87,100,82.08,97.14
2023-04-05,73.26,100,82.08,100
2023-04-06,74.03,100,83.3,94.29
2023-04-07,74.81,100,83.3,94.29
2023-04-08,75.97,100,83.3,94.29
2023-04-09,76.36,100,83.1,94.29
2023-04-10,77.13,100,82.89,97.14
2023-04-11,77.91,100,83.1,97.14
2023-04-12,77.91,100,82.69,94.29
2023-04-13,75.97,100,83.5,88.57
2023-04-14,77.13,100,83.3,91.43
2023-04-15,76.36,100,83.5,91.43
2023-04-16,73.64,100,82.89,94.29
2023-04-17,74.42,100,82.08,94.29
2023-04-18,75.97,100,81.87,94.29
2023-04-19,76.74,100,82.89,97.14
2023-04-20,77.91,90,83.1,97.14
2023-04-21,75.97,90,83.1,91.43
2023-04-22,78.28999999999999,90,82.69,94.29
2023-04-23,79.46000000000001,90,82.08,94.29
2023-04-24,80.23,90,81.87,94.29
2023-04-25,79.46000000000001,100,82.48,97.14
2023-04-26,76.74,100,82.28,97.14
2023-04-27,76.36,100,82.69,94.29
2023-04-28,76.74,100,82.69,91.43
2023-04-29,77.91,100,81.47,91.43
2023-04-30,78.28999999999999,90,81.26,91.43
2023-05-01,78.68,36,78.85,91.43
2023-05-02,80.23,36,78.66,91.43
2023-05-03,82.17,40,78.66,91.43
2023-05-04,82.17,40,78.66,94.29
2023-05-05,83.33,40,78.26,94.29
2023-05-06,81.01,40,77.67,94.29
2023-05-07,81.4,40,77.47,94.29
2023-05-08,80.62,40,78.06,94.29
2023-05-09,83.72,48,77.67,97.14
2023-05-10,82.17,48,77.87,100
2023-05-11,82.95,60,77.47,97.14
2023-05-12,82.17,60,77.27,100
2023-05-13,81.4,60,76.28,94.29
2023-05-14,82.17,60,76.48,100
2023-05-15,82.56,60,76.28,91.43
2023-05-16,82.95,60,76.48,91.43
2023-05-17,82.95,72,76.28,88.57
2023-05-18,83.33,72,76.68,94.29
2023-05-19,82.95,72,76.68,94.29
2023-05-20,83.72,72,76.48,94.29
2023-05-21,83.33,72,76.68,91.43
2023-05-22,83.33,68,76.68,100
2023-05-23,86.05,72,77.08,97.14
2023-05-24,86.05,76,76.28,100
2023-05-25,87.6,76,76.09,97.14
2023-05-26,86.82,80,76.28,100
2023-05-27,86.82,80,76.28,100
2023-05-28,85.66,80,75.89,100
2023-05-29,85.27,76,75.49,100
2023-05-30,82.95,84,76.68,100
2023-05-31,82.95,80,77.08,100
2023-06-01,82.95,80,77.27,100
2023-06-02,82.17,84,78.66,100
2023-06-03,82.56,84,79.05,100
2023-06-04,82.17,84,79.05,100
2023-06-05,81.01,88,78.46000000000001,94.29
2023-06-06,79.84,88,78.46000000000001,100
2023-06-07,80.23,88,79.25,100
2023-06-08,80.23,88,80.24,100
2023-06-09,80.62,84,80.03999999999999,94.29
2023-06-10,80.62,88,80.03999999999999,94.29
2023-06-11,81.4,84,80.24,91.43
2023-06-12,81.01,92,80.24,97.14
2023-06-13,81.01,92,80.24,94.29
2023-06-14,81.01,92,79.84,100
2023-06-15,79.84,92,79.84,100
2023-06-16,79.84,92,79.45,100
2023-06-17,80.23,92,79.64,100
2023-06-18,80.62,92,82.08,100
2023-06-19,81.78,92,82.08,94.29
2023-06-20,81.78,92,82.48,94.29
2023-06-21,80.62,92,82.48,94.29
2023-06-22,81.78,96,84.52,97.14
2023-06-23,83.72,96,84.52,97.14
2023-06-24,83.72,96,84.52,97.14
2023-06-25,82.95,96,84.73,94.29
2023-06-26,82.56,100,84.52,94.29
2023-06-27,81.78,96,83.91,91.43
2023-06-28,81.4,96,84.11,94.29
2023-06-29,81.4,100,84.32,94.29
2023-06-30,80.23,100,83.1,97.14
